,CustomerID,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
445,e2b87a51-7638-436e-aaf4-1b32a77eb795,49.0,Female,16,DSL,Yes,Yes,Month-to-month,Electronic check,113.8,1830.59,No,Yes,Yes,No,No
446,a86f1ec4-23e1-436b-8691-ed7c5a02fc04,40.0,Male,68,Fiber optic,Yes,No,Month-to-month,Electronic check,21.41,1464.21,No,No,No,Yes,No
447,dbe99db6-81ad-479a-a098-a3af27f6cc1c,39.0,Female,15,None,No,No,Two year,Bank transfer,86.23,1304.09,Yes,No,No,No,No
448,c53e1c65-d4e7-49ad-890f-bf27bd81bd88,68.0,Male,55,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,52.29,2897.27,No,Yes,No,Yes,No
449,614af35d-6716-451a-96ac-e68b46d39437,42.0,Male,35,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,67.04,2362.57,No,Yes,Yes,Yes,No
450,fe03a7f3-8db0-45f1-bbe9-eb3a69ab2bff,39.0,Female,55,DSL,Yes,Yes,Month-to-month,Electronic check,74.73,4114.81,No,Yes,Yes,No,No
451,ff4ace0e-52be-447c-a854-d80cecadd734,39.0,Female,14,DSL,No,No,Month-to-month,Electronic check,60.85,847.48,Yes,Yes,No,No,No
452,b7a4f3a5-7823-4618-b2f8-f90a63fd2c77,66.0,Female,49,Fiber optic,No,No,Two year,Electronic check,97.44,4778.22,Yes,No,Yes,No,No
453,07072c89-407a-4831-8944-408d8bc8a274,69.0,Female,7,DSL,Yes,Yes,Month-to-month,Electronic check,113.07,772.23,No,Yes,No,Yes,Yes
454,cad669a4-e1f9-4060-b443-168c71b3da67,59.0,Female,30,DSL,No,Yes,One year,Electronic check,28.64,867.49,No,No,No,Yes,No
455,dc89e9e7-d3b3-4bff-8069-7afa4d83201e,,Female,49,None,No,No,One year,Mailed check,100.03,4890.87,No,No,Yes,No,No
456,38897785-8060-47ea-98fd-aadd50732c23,32.0,Male,16,Fiber optic,Yes,Yes,One year,Electronic check,32.87,537.14,Yes,Yes,Yes,No,No
457,9ad2b3b6-9656-4812-b887-1c5bec831540,60.0,Female,51,None,Yes,No,One year,Bank transfer,28.03,1449.33,No,No,No,No,No
458,e6de9697-c079-4ce3-a273-7c8d6f686b55,54.0,Male,42,None,Yes,Yes,Month-to-month,Bank transfer,115.58,4839.85,Yes,No,No,Yes,No
459,4441d7e0-2f33-40a2-83ff-2fa8a640b846,50.0,Male,17,DSL,No,Yes,Two year,Mailed check,68.93,1171.31,Yes,Yes,No,Yes,No
460,88eb3083-9969-48a5-929d-c671d74b10af,25.0,Female,63,DSL,Yes,Yes,One year,Electronic check,35.26,2210.74,No,Yes,Yes,No,No
461,980bb243-2f0d-46ef-b551-135a41fb4379,61.0,Male,45,Fiber optic,No,Yes,One year,Credit card,77.0,3447.72,Yes,Yes,No,No,No
462,c5812370-522d-43d5-acb0-e3de026241b6,61.0,Female,7,Fiber optic,Yes,Yes,Two year,Credit card,46.32,323.18,Yes,No,Yes,No,No
463,f7816052-1181-451a-ab4e-4ef0979a7367,22.0,Female,27,DSL,Yes,No,Two year,Electronic check,66.43,1799.96,No,Yes,Yes,No,No
464,e0b6ed15-9fc6-4599-b70a-3ee935744b6e,56.0,Male,10,Fiber optic,No,No,Two year,Bank transfer,82.47,832.24,No,No,No,Yes,Yes
465,a20be283-cddb-436e-ac4d-686f4bedab3e,21.0,Male,34,DSL,Yes,No,Two year,Credit card,106.93,3637.16,Yes,No,No,No,No
466,4ee55610-9066-4225-be0b-2cc0dd1da335,23.0,Female,36,None,Yes,No,Month-to-month,,20.31,714.52,No,No,Yes,No,No
467,657773a0-ca93-48d5-a237-b17ecd319158,62.0,Female,25,DSL,Yes,Yes,Month-to-month,Electronic check,41.41,1036.48,Yes,Yes,No,Yes,No
468,21f77b97-9337-479d-aa49-48e6f97b2a6a,49.0,Male,6,DSL,Yes,Yes,Month-to-month,Mailed check,29.63,162.85,Yes,No,No,No,No
469,6cfd3014-42ae-47f6-8d97-70647c950eec,69.0,Male,24,DSL,Yes,No,Month-to-month,,29.71,698.77,Yes,Yes,Yes,No,No
470,399187e1-9853-487e-a41a-4d63ce26eb5c,47.0,Male,18,None,Yes,Yes,Two year,Mailed check,114.58,2052.47,Yes,Yes,No,Yes,No
471,dad805d6-7d7d-4bc0-9797-4a69f236c0cb,64.0,Male,6,Fiber optic,Yes,Yes,One year,Credit card,113.61,692.16,No,No,No,No,Yes
472,4be03d7b-3416-477b-8a3d-2dbfdab1d44e,,Female,29,None,No,Yes,One year,,94.93,2758.42,Yes,Yes,No,No,No
473,dd00100e-afda-4635-ad36-292e1f2b84d3,57.0,Female,25,Fiber optic,No,Yes,Two year,Electronic check,84.31,2110.98,No,No,No,No,No
474,c13f6c22-98a4-4a0d-868a-6bcce015d245,69.0,Female,55,Fiber optic,Yes,Yes,Month-to-month,Mailed check,104.8,5755.37,No,Yes,No,No,No
475,76b8ade8-be40-4352-a61a-e0d1e881b822,33.0,Female,46,DSL,No,No,One year,Bank transfer,25.84,1184.76,No,No,No,No,No
476,639b871d-fdf8-4efa-b646-98653a2cb505,30.0,Male,24,Fiber optic,Yes,No,Month-to-month,Electronic check,31.95,753.1,Yes,No,Yes,No,No
477,f7d8616a-4e4e-4016-ac8a-5671fbe5f0b9,67.0,Male,26,Fiber optic,Yes,No,Month-to-month,Electronic check,51.71,1358.1,No,No,Yes,No,No
478,dae5bd7d-bcf8-4ad3-8983-446b2e7cd412,59.0,Female,28,Fiber optic,Yes,No,Month-to-month,Credit card,103.25,2912.97,No,Yes,No,No,No
479,e8cefcf1-52af-4e15-9c22-42ae3cac9163,47.0,Female,3,DSL,No,No,Two year,Mailed check,67.22,207.23,Yes,Yes,No,Yes,No
480,b68c54dd-ac57-4142-bae8-fe9f50cc1a0f,36.0,Female,38,None,No,Yes,Month-to-month,Electronic check,70.36,2681.0,Yes,No,Yes,No,No
481,77fa450a-58ba-4383-9813-4df8fde3797f,34.0,Female,61,DSL,Yes,Yes,Two year,Electronic check,42.93,2617.14,Yes,No,Yes,Yes,No
482,5a5b6284-4e6b-4151-9c44-880f9cecce31,36.0,Female,51,None,Yes,No,Month-to-month,Mailed check,84.84,4310.65,No,Yes,No,Yes,No
483,9dbe3b1d-2659-4a5d-b722-3cb27f417daf,45.0,Female,48,DSL,Yes,Yes,Month-to-month,Mailed check,108.78,5213.0,No,Yes,Yes,Yes,No
484,a7a4efbc-bc91-4f53-9644-251d8a32945e,,Female,21,Fiber optic,Yes,Yes,Month-to-month,Electronic check,52.95,1107.3,Yes,Yes,No,No,No
485,6e4302d2-2891-4425-b664-5b48285b98ec,54.0,Female,54,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,81.92,4419.83,No,Yes,Yes,Yes,No
486,6246426d-7021-4253-aac3-d5d71100bda2,43.0,Female,56,Fiber optic,Yes,Yes,Two year,Electronic check,53.19,2972.49,Yes,Yes,No,No,No
487,cb5df4fe-4d84-4414-b260-4744a09a15b8,,Male,59,Fiber optic,No,Yes,Month-to-month,Electronic check,99.27,5857.41,No,No,Yes,No,No
488,5cad9661-a5f5-4000-a7a4-fcd6c00b334a,26.0,Female,51,Fiber optic,Yes,Yes,Two year,Mailed check,67.5,3434.0,Yes,Yes,No,No,No
489,4a83b577-15b6-401b-818d-a873ad0086ad,29.0,Male,20,Fiber optic,No,Yes,Two year,,53.95,1100.68,No,Yes,No,Yes,No
490,5b0cb492-9d86-447d-ab9d-c8707a9fb705,18.0,Male,59,Fiber optic,Yes,No,Two year,Credit card,62.0,3644.35,Yes,No,No,No,No
491,32e1a93b-6720-45c0-8632-1b21eef9a196,18.0,Female,71,Fiber optic,Yes,Yes,Month-to-month,Electronic check,29.12,2076.39,Yes,Yes,Yes,Yes,No
492,ba260ac9-c7a5-4850-abb0-2c7f7c818cc5,64.0,Female,9,None,No,No,Two year,Bank transfer,106.61,956.87,No,No,Yes,Yes,Yes
493,0b888513-3929-4275-8ea4-237d3fe92cf9,51.0,Male,1,DSL,No,Yes,Month-to-month,Electronic check,115.81,120.44,Yes,No,Yes,No,Yes
494,d6bdedd5-b86e-4726-ac85-52db39d82b02,49.0,Male,29,Fiber optic,Yes,Yes,Month-to-month,Electronic check,67.74,19695.4,No,No,No,Yes,No
495,6a722403-5c31-45a2-8d4f-21a4915bdb6a,65.0,Female,63,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,42.13,2655.76,No,No,No,No,No
496,c6b22597-0eec-4667-ad27-280d0ec38fce,42.0,Male,56,Fiber optic,No,Yes,Two year,,86.47,4830.99,Yes,No,Yes,No,No
497,9668a028-d6ec-4320-960b-069f059279ff,57.0,Female,68,Fiber optic,Yes,No,Month-to-month,Bank transfer,65.24,4433.0,No,Yes,No,Yes,No
498,c5b49a27-c2b3-4795-8381-a447b1dc1e70,62.0,Female,35,Fiber optic,Yes,No,Month-to-month,Mailed check,45.23,1584.74,Yes,No,No,No,No
499,8d03ddd4-be16-4563-b84e-fe8e97a8e79f,18.0,Female,3,DSL,Yes,No,Month-to-month,Mailed check,23.84,72.58,Yes,No,No,Yes,No
500,99a175eb-acad-49e2-a231-9a2563260af6,33.0,Male,7,DSL,No,No,Month-to-month,Bank transfer,108.97,752.56,Yes,Yes,Yes,Yes,Yes
501,0cf1aad9-ce47-4365-8779-e8f9d2f18242,56.0,Male,27,DSL,No,Yes,Month-to-month,Bank transfer,99.67,2704.0,No,Yes,No,No,No
502,20a4dd7e-7d53-405b-a15b-8ea35bc8448e,22.0,Female,1,Fiber optic,No,Yes,Two year,Bank transfer,102.9,77.96,Yes,No,No,Yes,Yes
503,f420ebe0-6816-4ec1-b0f3-379bc48116d9,39.0,Male,71,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,63.98,4540.08,No,No,No,No,No
504,0e8b6ff6-390a-4ed1-ba31-916d54cf6c79,46.0,Male,44,None,Yes,Yes,Two year,Credit card,95.33,4185.31,No,Yes,Yes,Yes,No
505,50315083-cd44-4df4-a6e5-c204764a7b59,20.0,Male,41,Fiber optic,Yes,Yes,One year,Electronic check,78.12,3204.74,Yes,No,No,No,No
506,e3df85e9-e6b6-4516-b8b9-33a0d6d6399f,,Male,42,DSL,No,Yes,Two year,Mailed check,57.48,2424.33,No,No,Yes,No,No
507,8b85f8dc-4628-4a97-a9c9-f2de92e1eb06,43.0,Male,33,None,Yes,Yes,Month-to-month,Electronic check,104.27,3426.84,No,No,No,No,No
508,85bdfc9c-3150-44ee-9786-71f1ff8278c8,33.0,Male,50,None,Yes,Yes,One year,Electronic check,119.88,6017.54,Yes,No,No,No,No
509,3c7f7bb7-232f-41df-b7f4-06fe5f064df0,68.0,Male,63,Fiber optic,Yes,Yes,Month-to-month,Mailed check,109.93,6927.61,Yes,Yes,No,No,No
510,bb695edd-5a18-4803-b4d4-49b37564b855,54.0,Female,37,Fiber optic,Yes,No,Month-to-month,Credit card,97.62,3615.76,Yes,No,No,No,No
511,ea48da75-1171-47cf-8828-94128e3e8bd5,39.0,Male,59,None,No,No,Two year,Mailed check,94.75,5575.85,No,No,Yes,Yes,No
512,7b416ff0-845e-4bd2-8959-4dfef9dbf75b,46.0,Male,48,Fiber optic,Yes,No,One year,Bank transfer,85.02,4080.49,No,No,No,No,No
513,addce235-5b60-416c-93dd-a7648264f4b2,31.0,Male,5,None,No,No,Two year,Electronic check,105.36,536.52,Yes,No,No,No,Yes
514,6b691bdc-1f95-4cf4-bb61-5aefd5bbd256,45.0,Male,48,DSL,Yes,Yes,One year,Mailed check,69.31,3328.98,Yes,Yes,No,No,No
515,27ea1a21-7138-42ab-8cf1-3eebb2b01cb7,22.0,Male,3,DSL,No,Yes,Month-to-month,Credit card,38.17,115.91,No,Yes,Yes,No,No
516,514f745a-9610-45c9-b913-0580f3afa462,64.0,Male,47,Fiber optic,No,Yes,One year,Electronic check,96.8,4549.08,Yes,Yes,No,No,No
517,e8f322dd-1656-43f2-8d03-82c5a1c6cb07,66.0,Male,62,Fiber optic,Yes,No,Month-to-month,Electronic check,111.95,6927.12,No,No,No,No,No
518,90b5ace4-8b6b-4bab-9e2b-b244cbce5b85,47.0,Male,14,None,No,No,Month-to-month,Mailed check,54.14,744.12,Yes,No,No,No,No
519,fcf8317c-6361-46fd-9917-faf13584d3a5,63.0,Female,63,None,Yes,Yes,One year,Bank transfer,98.3,6204.59,No,Yes,No,No,No
520,834203ec-ad19-4105-8af2-3927754f889f,69.0,Male,61,Fiber optic,No,Yes,Two year,Mailed check,47.37,2898.39,No,No,Yes,No,No
521,42f06c5a-64f4-465b-8dbf-2ce932037546,22.0,Male,31,DSL,No,No,Month-to-month,Mailed check,114.26,3552.36,Yes,No,Yes,Yes,No
522,4386d02d-4f9b-45be-b4cb-c87ddab8a08a,29.0,Male,17,None,No,Yes,Month-to-month,Bank transfer,88.35,1493.72,Yes,Yes,No,No,No
523,a01edf41-6421-4902-86ce-21e3d6c5cc65,33.0,Male,24,Fiber optic,Yes,No,Month-to-month,Electronic check,76.93,1844.74,Yes,Yes,No,No,No
524,174b928c-c5e9-4a89-9d96-06553fc9a101,43.0,Female,23,DSL,Yes,Yes,Month-to-month,Bank transfer,97.99,2266.09,Yes,Yes,Yes,No,No
525,53adae65-7a3a-43d2-aee5-95d9fe8b469b,43.0,Female,50,Fiber optic,Yes,Yes,Two year,Electronic check,101.32,5053.71,Yes,No,No,No,No
526,92cf4621-b742-4308-be47-bf02caab2a82,65.0,Female,70,Fiber optic,Yes,No,Two year,Electronic check,109.24,7658.1,No,No,No,No,No
527,d5260a6a-e9cd-42f8-a4d5-6e76c3d81ac0,,Female,27,Fiber optic,No,No,One year,,110.11,2967.1,Yes,Yes,No,Yes,No
528,a3166222-0cb0-4bdc-9a55-bcbd29c4c9fd,56.0,Female,15,Fiber optic,No,No,Two year,Credit card,25.27,370.5,Yes,Yes,Yes,Yes,No
529,c3302b43-81ca-4e17-b971-7a64ba14f674,53.0,Female,50,Fiber optic,No,Yes,Month-to-month,Bank transfer,32.29,1614.18,No,No,No,Yes,No
530,b2e14bb3-fb5e-49d8-bcaa-666c1761111a,50.0,Female,36,None,Yes,Yes,Month-to-month,,102.61,3682.79,No,No,No,Yes,No
531,849ad719-246e-4b2c-a15f-db7b2cdd7853,47.0,Female,8,Fiber optic,No,No,Month-to-month,Electronic check,114.61,897.91,Yes,No,No,No,Yes
532,25ee0363-b7bb-4a7d-b401-d5066e962ca4,54.0,Female,3,Fiber optic,No,Yes,Two year,Electronic check,50.77,153.07,No,Yes,No,No,No
533,dc29ded3-1e2d-47a9-a1a6-dda099dfc1f2,40.0,Female,62,DSL,No,Yes,One year,Electronic check,20.86,1298.66,No,Yes,No,Yes,No
534,b7cf7c09-9f65-4b17-b54a-df0d5612ec97,27.0,Female,47,Fiber optic,Yes,No,One year,Credit card,52.27,2468.84,No,No,Yes,Yes,No
535,b400fc39-fdd7-44dc-890b-170deb33e57b,22.0,Female,61,DSL,Yes,Yes,Month-to-month,Credit card,58.29,3561.76,Yes,Yes,Yes,Yes,No
536,03b4f05b-4504-4c61-b221-af60b2177d3b,53.0,Female,32,DSL,Yes,Yes,Month-to-month,Credit card,96.1,3094.85,Yes,Yes,Yes,Yes,No
537,ae6876ad-6b00-4685-b04d-520ebdc4309f,51.0,Female,13,Fiber optic,Yes,No,Two year,Electronic check,24.76,335.49,No,No,Yes,No,No
538,93ac7916-04e9-4e6c-a8f9-677c9d1f027f,69.0,Female,1,DSL,Yes,No,Month-to-month,Mailed check,41.26,48.64,No,No,No,Yes,No
539,83410c11-082c-4fac-847b-7cf8d5f6393b,48.0,Female,34,Fiber optic,No,Yes,One year,Bank transfer,109.4,3724.29,No,No,No,Yes,No
540,eafcee9b-d7b9-4fb0-8dc8-1725c4abb809,27.0,Male,62,DSL,Yes,Yes,Month-to-month,Bank transfer,35.48,2212.06,Yes,No,No,No,No
541,b2f86944-1ba3-4d4e-938d-e9a6b17c0415,36.0,Female,71,Fiber optic,Yes,No,Month-to-month,Bank transfer,95.92,6788.19,No,Yes,Yes,Yes,No
542,8ca653bd-f0d7-40f5-bd4e-d2851586dfff,49.0,Male,31,DSL,Yes,No,One year,Bank transfer,56.13,1735.23,No,Yes,Yes,No,No
543,fb5c4489-fc70-4beb-a89f-bd5d7bee75cd,18.0,Female,64,DSL,No,No,Month-to-month,Electronic check,86.27,5502.7,Yes,Yes,No,No,No
544,e7f3c4d2-72e2-429d-a270-2f40c1b0185e,22.0,Female,25,DSL,No,Yes,One year,Electronic check,27.38,691.13,Yes,No,No,Yes,No
545,32ce80b3-5a5a-4a79-9f50-57ae311ebbe3,62.0,Male,38,None,No,Yes,One year,Electronic check,48.66,1841.65,No,Yes,Yes,No,No
546,28cec6fe-472b-44ea-8576-6c386319a58d,21.0,Female,14,None,Yes,No,Month-to-month,Electronic check,62.48,904.92,No,No,No,No,No
547,41479798-6bb2-456f-8b32-841ff019e70d,33.0,Male,8,DSL,Yes,No,One year,Electronic check,105.72,840.58,Yes,Yes,Yes,Yes,Yes
548,0c5a410c-4705-4a19-87b2-3b382dd5e708,41.0,Male,54,Fiber optic,No,No,Month-to-month,Electronic check,76.35,4123.96,No,No,Yes,Yes,No
549,8befab18-cf03-422d-81b1-26bc39c74afd,33.0,Male,2,Fiber optic,Yes,Yes,Month-to-month,Electronic check,24.52,45.02,No,No,Yes,No,No
550,eb1ef3f8-65d2-4533-8886-75d167a6779e,19.0,Female,56,None,Yes,Yes,One year,Bank transfer,100.19,5605.75,No,No,No,No,No
551,36856b88-5b74-4b25-b2d1-f4daa3bdc4b1,66.0,Female,61,Fiber optic,Yes,Yes,Month-to-month,Credit card,25.45,1539.98,No,Yes,Yes,No,No
552,a5b76018-e24c-4941-9e64-109a11f8a011,45.0,Female,22,Fiber optic,Yes,No,Month-to-month,Credit card,113.44,2482.88,No,No,Yes,Yes,No
553,b0a3a98f-cfd3-4bfb-a42c-090a1f7468ef,49.0,Male,35,DSL,No,No,Two year,Electronic check,41.17,1419.16,Yes,Yes,Yes,Yes,No
554,8b049f4a-8b22-487f-9ac1-38b696b7158e,44.0,Male,16,Fiber optic,Yes,Yes,Month-to-month,Electronic check,68.79,1106.09,Yes,No,Yes,No,No
555,8d27f50a-90f9-4f15-9d84-5aee300be78e,37.0,Female,50,None,Yes,Yes,Two year,Electronic check,27.23,1357.25,No,No,No,No,No
556,6e6d4abf-3023-494b-ac5e-0ba6d7946c3e,41.0,Female,43,Fiber optic,Yes,Yes,Two year,Credit card,76.17,3294.65,Yes,Yes,Yes,No,No
557,f0ef8fe7-0c55-4762-a425-a875a43a6510,29.0,Female,17,DSL,Yes,Yes,Month-to-month,Mailed check,69.72,1172.8,No,No,No,Yes,No
558,d9977113-c701-4577-8c53-d583f0e6699f,67.0,Female,58,DSL,Yes,No,Month-to-month,Electronic check,61.02,3553.92,No,No,Yes,No,No
559,c38f2f8e-d4f2-4740-b4da-11b6e227f588,52.0,Female,2,Fiber optic,Yes,No,Month-to-month,Credit card,23.56,62.84,Yes,No,Yes,No,No
560,fc96c96f-28a1-4cd7-947a-9be368c09037,50.0,Male,4,Fiber optic,Yes,Yes,Month-to-month,Electronic check,107.89,444.33,No,No,Yes,No,Yes
561,c47beed8-b2a6-446f-90d4-162987682b2d,50.0,Male,39,Fiber optic,Yes,Yes,Two year,Credit card,100.26,3912.49,No,Yes,Yes,Yes,No
562,8eae3498-8b5f-40e0-b8c1-4c4b7e65e075,68.0,Male,6,None,Yes,No,One year,Electronic check,83.3,496.42,Yes,Yes,Yes,No,Yes
563,3e27815b-03e9-41e9-b061-29ee52e5362c,60.0,Female,69,DSL,Yes,Yes,Month-to-month,Electronic check,77.22,5340.94,Yes,Yes,Yes,No,No
564,355e2850-cc22-4abf-a97b-72bb9f8ee89a,54.0,Male,69,Fiber optic,Yes,Yes,One year,,89.49,6166.9,No,No,No,Yes,No
565,d124dbf0-0385-492a-9b9a-60ecabf5b6b0,29.0,Male,20,None,Yes,No,Two year,Credit card,34.4,690.71,Yes,Yes,No,No,No
566,952a6102-9a1a-44c8-be8b-fc98580249d8,20.0,Male,64,Fiber optic,No,No,Month-to-month,Credit card,113.26,7248.2,No,No,No,No,No
567,567d4feb-106c-4fad-a5f3-cb2e6aa5f78d,18.0,Male,16,DSL,Yes,No,One year,Mailed check,48.47,766.61,Yes,No,Yes,Yes,No
568,db104cf7-af8c-4d21-b3b6-8c92cc8c0a8a,50.0,Male,51,Fiber optic,Yes,Yes,One year,Electronic check,85.65,4370.93,Yes,No,No,No,No
569,57fe91d4-d833-4809-a088-e3ca3834e0ed,57.0,Female,37,None,Yes,Yes,Month-to-month,Mailed check,80.68,2992.58,Yes,Yes,Yes,Yes,No
570,e70c649b-d138-4513-8949-0fe76d27cbc2,27.0,Male,69,DSL,No,Yes,Month-to-month,Credit card,83.66,5763.23,No,Yes,No,No,No
571,e1f287de-a8f6-486f-9780-4b7bd3e364bb,60.0,Female,42,None,Yes,Yes,One year,Bank transfer,107.9,4536.4,Yes,Yes,No,No,No
572,6afbf172-3476-4878-95ea-4714e0e520ae,61.0,Female,57,Fiber optic,Yes,No,Month-to-month,Bank transfer,49.59,2804.34,Yes,Yes,No,No,No
573,5db0498a-a2b6-4201-b694-1b468efabc48,46.0,Female,66,DSL,No,Yes,Month-to-month,Mailed check,94.89,6252.25,No,Yes,Yes,No,No
574,6a958942-8653-4575-8289-3b81c97b2701,30.0,Female,9,Fiber optic,No,No,One year,Mailed check,79.84,713.99,Yes,Yes,Yes,No,Yes
575,2021e216-2a0a-4089-9fe1-236c167b6a5e,29.0,Female,64,Fiber optic,No,Yes,One year,Mailed check,27.61,1770.61,Yes,No,Yes,No,No
576,3c7b981c-38b5-4d86-b9a3-7dbed83707b0,48.0,Male,22,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,61.42,1359.93,Yes,Yes,Yes,No,No
577,4410b7fc-62ef-4aac-9b9d-f29ee9d5126c,63.0,Male,34,Fiber optic,Yes,No,Month-to-month,Credit card,103.8,3530.03,Yes,Yes,Yes,Yes,No
578,d599fff5-866d-4126-8b13-6d3ab230b17b,19.0,Female,55,None,Yes,Yes,Month-to-month,Mailed check,51.53,2839.82,No,Yes,Yes,Yes,No
579,b5c54e28-f2e0-45c0-95b2-4e171c14af11,68.0,Female,29,DSL,No,Yes,Month-to-month,,68.23,1977.06,Yes,Yes,Yes,No,No
580,84f91f65-abdc-4671-b716-d5105dab9b3d,67.0,Female,38,Fiber optic,Yes,Yes,Month-to-month,Electronic check,68.86,2620.73,Yes,Yes,No,Yes,No
581,7eb9d2d2-f977-4e59-8c2b-44490cca72a3,52.0,Male,18,Fiber optic,Yes,Yes,Month-to-month,Electronic check,81.8,1475.92,No,Yes,No,No,No
582,accd894d-eb99-4d2c-9bb3-3c68a47e4530,40.0,Female,71,Fiber optic,No,Yes,Month-to-month,Credit card,108.4,7691.31,No,No,No,No,No
583,4eb7bdd5-e8de-4ebc-90b9-444006b63552,34.0,Male,65,Fiber optic,No,Yes,Month-to-month,Electronic check,37.35,2424.2,No,Yes,Yes,Yes,No
584,6bb52b28-7256-4565-81fa-a6a31998930f,43.0,Female,1,DSL,No,No,Month-to-month,Credit card,70.46,76.46,No,No,Yes,Yes,Yes
585,5be67eb2-b178-4eb6-a862-9bcfe02f4800,25.0,Male,4,Fiber optic,No,No,Month-to-month,Bank transfer,62.43,267.84,No,Yes,No,No,No
586,14ef5a82-ff9f-457d-8f53-2c1112ad5343,46.0,Female,4,Fiber optic,No,Yes,Month-to-month,Bank transfer,49.59,210.43,No,No,No,No,No
587,f903decb-17a8-4de0-992f-c5aaa4574779,43.0,Male,27,DSL,Yes,Yes,Month-to-month,Credit card,111.96,3011.63,No,No,Yes,Yes,No
588,c306b8b5-9157-4b8d-a9f2-fa88bfe6ae93,,Female,43,None,No,No,Two year,Bank transfer,20.82,884.0,No,No,No,No,No
589,cfc434ce-f514-479c-b213-ad7a6dbca835,43.0,Male,59,None,No,Yes,Month-to-month,Credit card,32.21,1895.03,No,No,Yes,No,No
590,2bc11845-5af0-4ee8-8cd8-43ebc9fea46a,51.0,Male,32,Fiber optic,Yes,No,One year,Electronic check,933.3,2987.55,Yes,Yes,Yes,No,No
591,b2bcf17c-c57f-452a-9f17-c45a7802788e,68.0,Male,33,DSL,Yes,No,Two year,Bank transfer,46.34,1529.7,No,Yes,No,No,No
592,28e24226-35c0-4b46-88c3-6008ffd51896,58.0,Male,28,Fiber optic,No,Yes,Month-to-month,Bank transfer,92.32,2597.36,No,Yes,Yes,Yes,No
593,fcd2c522-1f64-42a0-9841-7aaf78a66fc8,24.0,Male,55,DSL,Yes,No,Two year,Electronic check,103.23,5690.6,No,Yes,No,No,No
594,ef2b99de-0b13-4aba-aee6-988cc14b833f,21.0,Male,60,DSL,No,No,Month-to-month,Bank transfer,45.46,2727.66,Yes,Yes,Yes,Yes,No
595,002e5560-715b-4aeb-b999-a5ab0d99f068,67.0,Male,70,Fiber optic,Yes,No,Month-to-month,Bank transfer,39.19,2741.02,Yes,No,Yes,Yes,No
596,5ff20654-8e41-4a6f-9b1e-3c3ebb4dc5de,62.0,Female,62,DSL,Yes,Yes,Month-to-month,Credit card,34.53,2146.03,Yes,Yes,No,Yes,No
597,2f5b1eeb-a43b-43f6-98c5-2d730c99cd83,28.0,Female,34,DSL,Yes,Yes,Month-to-month,Electronic check,40.01,1370.97,No,Yes,Yes,Yes,No
598,4bb5c079-5b00-4531-84c8-b2973e892c35,,Female,56,DSL,Yes,No,Month-to-month,Bank transfer,46.72,2621.84,Yes,Yes,No,No,No
599,de5fb52b-c20d-4ee5-837a-828fb61ee821,53.0,Female,13,DSL,Yes,Yes,Month-to-month,Electronic check,106.87,1384.99,Yes,No,Yes,Yes,No
600,0fe5746e-2b6e-4d96-95f8-b1f54d3f26d4,42.0,Female,56,DSL,Yes,No,One year,Bank transfer,97.0,5425.88,Yes,No,No,No,No
601,d594d683-99da-47e7-98cc-076641f493ef,38.0,Male,18,None,Yes,Yes,Two year,Mailed check,20.18,352.13,Yes,No,Yes,No,No
602,31e55ecb-5e8b-4144-acc4-a6d752168693,53.0,Male,54,DSL,Yes,Yes,Month-to-month,Mailed check,107.41,5802.07,No,Yes,No,No,No
603,0956fd63-7319-44ad-b0f1-96a419af8bc3,27.0,Male,43,DSL,Yes,No,Month-to-month,Mailed check,27.88,1205.07,No,Yes,No,No,No
604,54e3ae0d-b48d-41b6-bde1-b6f8d789d1ca,54.0,Male,39,DSL,Yes,No,Month-to-month,Electronic check,85.53,3343.02,Yes,No,Yes,No,No
605,77bf84e9-ac8b-4836-8fce-36cd1bd43db1,26.0,Male,61,None,No,No,Month-to-month,Electronic check,35.15,2155.67,No,Yes,Yes,Yes,No
606,489faf9f-ff10-46de-8aee-f5584c4dbf23,41.0,Female,42,Fiber optic,Yes,No,One year,Electronic check,26.23,1116.46,Yes,No,No,No,No
607,da7b6084-233e-4c1e-9749-b53cdc882d9e,52.0,Female,18,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,95.98,1713.89,Yes,Yes,No,Yes,No
608,1245c13d-48f3-4f7a-9a54-9e2c7da8d8de,66.0,Female,23,None,Yes,Yes,Month-to-month,Credit card,66.72,1538.61,No,Yes,No,No,No
609,ccd24a8a-bd21-45d0-bc0d-f64f80e33355,52.0,Female,54,Fiber optic,Yes,No,One year,Electronic check,79.91,4319.53,No,No,No,Yes,No
610,97bbd1f2-4fd1-4ad2-b770-d45c022d150d,65.0,Male,30,Fiber optic,Yes,Yes,Two year,Electronic check,62.54,1875.46,No,No,No,No,No
