Age;Gender;Tenure;Service_Internet;Service_Phone;Service_TV;Contract;PaymentMethod;MonthlyCharges;TotalCharges;StreamingMovies;StreamingMusic;OnlineSecurity;TechSupport;Churn;TotalServices;CLV;AvgMonthlyChargeOverTenure;RecentPaymentDrop
52.0;1;10;1;1;1;0;2;90.67;905.44;0;1;1;1;1;5;906.7;82.31272727272727;1.1015307474818872
36.0;0;71;1;1;1;0;2;25.83;1830.55;1;0;0;0;0;3;1833.9299999999998;25.424305555555556;1.015956952828385
37.0;0;30;1;0;1;0;2;55.09;1641.59;1;1;0;0;0;2;1652.7;52.95451612903226;1.04032675637644
35.0;0;21;1;1;1;0;0;92.98;1954.55;0;1;0;0;0;3;1952.5800000000002;88.84318181818182;1.0465631475275639
64.0;0;60;1;1;0;0;0;88.46;5330.14;1;1;0;0;0;2;5307.599999999999;87.37934426229509;1.012367404983734
58.0;0;63;1;1;1;1;3;25.33;1599.93;1;0;0;1;0;4;1595.79;24.99890625;1.013244329439413
66.0;1;42;1;1;1;0;2;43.78;1841.46;0;0;1;0;0;4;1838.76;42.8246511627907;1.022308385737404
31.0;0;51;1;1;1;1;0;88.0;4481.33;0;0;1;1;0;5;4488.0;86.17942307692307;1.0211254248180786
32.0;1;64;1;1;0;0;0;47.14;3022.88;0;0;0;1;0;3;3016.96;46.50584615384616;1.0136360027523421
48.0;0;56;1;1;1;0;3;101.44;5682.22;1;0;0;0;0;3;5680.639999999999;99.6880701754386;1.0175741171584345
18.0;0;41;1;1;0;1;1;22.95;940.32;0;0;1;0;0;3;940.9499999999999;22.38857142857143;1.0250765696784072
20.0;1;32;1;1;1;2;1;39.03;1253.91;1;1;0;0;0;3;1248.96;37.99727272727273;1.0271789841376175
33.0;1;15;1;1;0;2;3;48.13;703.79;1;0;0;0;0;2;721.95;43.986875;1.09419002827548
40.0;0;62;1;1;0;0;1;112.53;6975.85;0;1;1;0;0;3;6976.86;110.72777777777779;1.0162761527269077
28.0;0;27;0;1;1;1;3;99.63;2678.04;1;0;1;0;0;3;2690.0099999999998;95.64428571428572;1.041672267777927
29.0;0;28;1;1;0;1;3;108.41;3035.77;1;0;1;1;0;4;3035.48;104.68172413793103;1.0356153463536435
27.0;0;64;1;0;1;0;2;64.05;4091.96;0;1;1;0;0;3;4099.2;62.95323076923077;1.0174219689342026
49.0;1;59;1;1;1;0;3;102.26;6026.78;0;1;1;0;0;4;6033.34;100.44633333333333;1.0180560763790947
33.0;0;58;1;1;1;0;1;105.35;6096.97;0;0;1;1;0;5;6110.299999999999;103.3384745762712;1.0194654065872062
25.0;1;2;0;1;1;0;0;60.0;131.16;0;1;1;0;0;3;120.0;43.72;1.3723696248856359
55.0;0;36;1;0;0;0;0;119.45;4293.42;0;0;0;1;0;2;4300.2;116.03837837837838;1.0294008040210367
29.0;1;71;1;0;0;2;2;105.12;7434.915000000001;1;1;0;0;0;1;7463.52;103.26270833333335;1.0179860832302723
41.0;1;13;1;1;1;0;2;117.41;1541.64;0;0;0;0;0;3;1526.33;110.11714285714287;1.0662281725954177
45.0;0;15;0;1;1;1;2;106.65;1605.43;1;1;0;1;0;3;1599.75;100.339375;1.06289280753443
25.0;1;60;1;1;1;1;2;97.62;5836.85;1;0;0;1;0;4;5857.200000000001;95.68606557377049;1.0202112440785698
45.0;0;22;1;0;0;0;3;114.38;2530.21;0;1;0;0;0;1;2516.3599999999997;110.0091304347826;1.0397318799625328
53.0;1;63;0;0;1;0;2;61.98;3921.22;1;1;0;0;0;1;3904.74;61.2690625;1.011603531553955
44.0;0;25;1;1;0;0;3;98.33;2473.79;1;1;1;0;0;3;2458.25;95.14576923076923;1.0334668666297462
25.0;1;48;0;0;1;1;3;41.29;1988.6;1;1;0;0;0;1;1981.92;40.583673469387755;1.0174042039625868
44.0;0;43;1;0;1;2;2;93.28;4000.02;1;1;0;1;0;3;4011.04;90.90954545454545;1.0260748696256519
45.0;0;38;0;1;0;0;2;98.54;3744.03;0;0;1;1;0;3;3744.5200000000004;96.00076923076924;1.026450108572848
45.0;1;41;0;1;1;2;1;91.65;3743.17;0;1;1;0;0;3;3757.65;89.12309523809525;1.0283529735491574
54.0;1;45;1;1;1;0;2;104.98;4715.44;0;0;0;0;0;3;4724.1;102.5095652173913;1.0240995538062196
58.0;1;40;0;1;1;1;2;61.33;2442.09;0;1;1;1;0;4;2453.2;59.563170731707324;1.0296631164289602
53.0;1;17;0;0;1;0;1;74.48;1259.89;0;0;1;0;0;2;1266.16;69.99388888888889;1.0640928969989445
44.0;0;57;1;1;0;0;1;21.07;1202.63;0;1;0;1;0;3;1200.99;20.735000000000003;1.0161562575355678
34.0;1;2;1;0;1;0;0;34.61;64.77;0;0;0;0;0;2;69.22;21.59;1.603056970819824
26.0;0;62;1;0;1;0;2;84.42;5229.16;0;0;0;1;0;3;5234.04;83.00253968253968;1.0170773126085262
50.0;1;9;1;1;1;0;2;76.23;683.16;0;1;0;1;1;4;686.07;68.316;1.1158440189706658
37.0;0;68;1;1;1;1;1;39.73;2716.63;0;1;0;1;0;4;2701.64;39.37144927536232;1.009106871381086
30.0;0;17;1;0;0;0;1;44.35;775.59;0;1;1;1;0;3;753.95;43.08833333333334;1.0292809345143696
45.0;0;50;0;0;0;1;3;171.995;2715.99;0;1;0;1;0;1;8599.75;53.25470588235294;3.2296676350060203
65.0;0;40;0;0;0;0;2;91.64;3668.96;1;1;0;0;0;0;3665.6;89.48682926829268;1.0240613143779165
46.0;1;58;1;1;1;1;2;80.97;4687.85;0;1;0;0;0;3;4696.26;79.45508474576272;1.0190663097155412
30.0;1;21;1;1;1;1;2;26.96;573.84;0;0;1;1;0;5;566.16;26.083636363636366;1.0335982155304615
63.0;0;18;1;1;1;1;0;171.995;1723.06;0;1;0;0;0;3;3095.91;90.68736842105262;1.8965706359616035
44.0;1;55;1;0;0;0;2;46.27;2537.74;0;1;0;0;0;1;2544.8500000000004;45.31678571428571;1.0210344637354498
23.0;1;29;1;1;1;0;1;87.18;2548.24;1;1;0;1;0;4;2528.2200000000003;84.94133333333333;1.0263554453269708
35.0;0;24;0;0;1;2;2;32.34;762.6;1;0;0;0;0;1;776.1600000000001;30.504;1.0601888276947287
68.0;1;17;0;1;0;0;0;119.79;2011.9;1;1;1;1;0;3;2036.43;111.77222222222223;1.0717331875341718
22.0;1;18;1;0;1;0;2;28.03;511.89;0;0;0;1;0;3;504.54;26.94157894736842;1.0403993045380844
64.0;1;42;1;1;1;0;3;94.17;3951.46;1;0;0;0;0;3;3955.14;91.89441860465116;1.0247629989927773
42.0;0;45;1;1;1;1;2;74.13;3329.39;1;0;0;1;0;4;3335.85;72.37804347826086;1.0242056352665203
19.0;1;17;0;1;1;1;0;28.59;513.35;0;1;0;0;0;2;486.03;28.519444444444446;1.0024739456511151
27.0;0;14;1;1;1;1;3;22.68;324.82;0;0;1;1;0;5;317.52;21.654666666666667;1.0473493011514068
47.0;1;49;1;1;1;0;2;56.27;2756.64;0;1;1;0;0;4;2757.23;55.132799999999996;1.0206265598699868
67.0;1;29;0;1;1;0;1;100.22;2899.3;0;0;0;0;0;2;2906.38;96.64333333333335;1.0370089331907701
62.0;1;4;1;1;1;2;3;24.12;100.94;0;0;0;1;0;4;96.48;20.188;1.194769169803844
22.0;0;20;1;1;0;0;1;90.44;1791.47;0;1;1;0;0;3;1808.8;85.30809523809523;1.0601573009874572
50.0;0;47;1;0;1;0;1;85.54;4015.22;0;0;1;0;0;3;4020.38;83.65041666666666;1.0225890486698115
18.0;1;9;1;1;0;0;1;46.55;418.58;1;0;0;0;0;2;418.95;41.858;1.1120932677146542
35.0;0;27;0;1;1;0;2;27.75;751.38;1;1;0;0;0;2;749.25;26.835;1.034097261039687
49.0;1;15;1;0;1;0;2;111.53;1671.53;0;1;0;1;0;3;1672.95;104.470625;1.0675728225039336
64.0;0;19;0;1;0;0;1;50.03;943.64;0;0;0;0;0;1;950.57;47.182;1.0603620024585647
66.0;0;52;1;0;1;0;3;31.14;1628.49;0;0;0;1;0;3;1619.28;30.726226415094338;1.0134664627968242
28.0;1;26;1;1;1;0;2;88.15;2275.38;1;0;1;1;0;5;2291.9;84.27333333333334;1.0460011075073175
38.0;1;26;1;1;0;2;0;41.67;1080.64;1;0;0;1;0;3;1083.42;40.02370370370371;1.041133032277169
43.0;1;26;1;1;1;0;2;67.56;1751.38;0;1;1;0;0;4;1756.56;64.86592592592594;1.0415329625780811
42.0;1;46;1;1;1;0;0;25.04;1161.96;1;0;0;0;0;3;1151.84;24.72255319148936;1.0128403731625875
39.0;0;49;1;1;1;1;1;119.3;5841.11;1;0;0;1;0;4;5845.7;116.8222;1.0212100097412993
44.0;0;53;1;1;0;2;0;64.76;3436.66;1;1;0;1;0;3;3432.28;63.64185185185185;1.0175693842277096
66.0;0;3;1;1;0;0;2;119.91;363.06;0;1;0;1;1;3;359.73;90.765;1.32110394976037
30.0;1;66;1;1;1;2;3;58.57;3847.27;0;0;0;1;0;4;3865.62;57.421940298507465;1.0199933979159248
50.0;1;42;1;1;1;0;3;54.79;2300.52;0;0;0;1;0;4;2301.18;53.50046511627907;1.0241032462225932
51.0;0;19;1;1;1;0;3;111.46;2100.31;0;0;1;1;0;5;2117.74;105.0155;1.0613671315186806
58.0;1;17;1;1;1;0;2;52.95;903.66;0;1;0;1;0;4;900.1500000000001;50.20333333333333;1.0547108425735343
52.0;0;33;1;1;1;0;3;63.2;2078.3;0;1;1;0;0;4;2085.6;61.1264705882353;1.0339219554443535
18.0;0;49;0;1;1;1;3;27.81;1374.56;0;0;0;0;0;2;1362.6899999999998;27.4912;1.0115964381329299
38.0;0;56;0;1;1;0;3;115.55;6468.99;1;0;1;0;0;3;6470.8;113.49105263157894;1.0181419356035486
65.0;0;63;0;1;1;0;1;28.52;1789.06;1;1;1;0;0;3;1796.76;27.9540625;1.020245268465004
23.0;0;3;1;1;0;1;3;97.12;303.36;0;0;0;1;1;3;291.36;75.84;1.280590717299578
45.0;1;49;1;1;1;0;2;73.86;3610.42;1;0;1;0;0;4;3619.14;72.2084;1.0228726851723622
34.0;1;55;1;1;1;2;0;26.14;1446.65;0;0;1;1;0;5;1437.7;25.833035714285717;1.0118826253758684
44.0;1;26;1;1;1;2;0;20.17;529.1;0;0;0;0;0;3;524.4200000000001;19.5962962962963;1.0292761292761292
48.0;0;52;1;1;0;0;2;113.56;5901.47;0;1;0;0;0;2;5905.12;111.34849056603774;1.0198611532380915
44.0;0;7;1;1;0;2;0;94.22;646.18;0;0;1;0;1;3;659.54;80.7725;1.1664861184190165
55.0;0;46;0;1;0;0;2;88.64;4089.86;1;1;0;0;0;1;4077.44;87.01829787234043;1.0186363347400644
20.0;0;46;0;1;1;0;2;63.86;2942.56;1;0;0;0;0;2;2937.56;62.60765957446809;1.0200029905932249
40.0;1;16;1;1;0;0;1;43.86;694.04;0;1;0;1;0;3;701.76;40.82588235294117;1.0743184830845485
54.0;1;24;1;0;1;1;1;87.99;2114.21;1;0;0;0;0;2;2111.7599999999998;84.5684;1.0404595569976491
54.0;0;61;1;0;1;1;3;80.83;4940.69;1;0;1;0;0;3;4930.63;79.68854838709677;1.014323910223066
27.0;0;54;0;1;1;0;0;92.63;5003.14;0;0;1;1;0;4;5002.0199999999995;90.96618181818182;1.0182905135574858
27.0;0;62;1;1;0;0;1;56.58;3510.34;0;0;1;0;0;3;3507.96;55.719682539682545;1.0154400998193907
36.0;1;1;0;1;0;0;1;118.69;129.01;0;1;1;0;1;2;118.69;64.505;1.8400124021393691
34.0;1;49;0;0;0;2;3;26.7;1323.67;0;0;1;1;0;2;1308.3;26.4734;1.0085595352315908
38.0;1;25;0;1;0;2;3;27.97;698.05;1;1;1;0;0;2;699.25;26.84807692307692;1.0417878375474536
31.0;0;10;0;0;1;1;3;111.69;1103.53;0;1;0;0;1;1;1116.9;100.32090909090908;1.113327231701902
26.0;0;16;1;1;1;1;2;84.77;1343.29;1;0;0;1;0;4;1356.32;79.01705882352941;1.0728063188142545
63.0;1;58;0;1;1;0;3;52.63;3045.63;0;0;0;0;0;2;3052.54;51.62084745762712;1.0195493214868516
18.0;0;29;1;1;0;0;0;96.2;2780.45;1;0;1;0;0;3;2789.8;92.68166666666666;1.037961481055225
68.0;1;6;1;1;1;0;1;65.28;374.86;0;0;1;0;0;4;391.68;53.55142857142857;1.2190150989702822
62.0;0;16;0;1;0;1;1;22.11;372.24;0;0;0;0;0;1;353.76;21.896470588235296;1.0097517730496453
30.0;1;20;0;1;1;0;2;85.11;1707.48;0;0;1;1;0;4;1702.2;81.30857142857143;1.046753109846089
21.0;0;71;1;1;1;0;3;44.31;3140.77;0;0;0;1;0;4;3146.01;43.621805555555554;1.0157763860454603
18.0;1;43;0;0;1;2;2;31.53;1355.46;1;0;0;1;0;2;1355.79;30.805909090909093;1.0235049355938206
66.0;1;26;1;1;1;2;2;42.53;1087.92;1;1;0;1;0;4;1105.78;40.29333333333334;1.055509596293845
57.0;1;71;1;1;0;0;1;67.62;4812.59;0;0;1;0;0;3;4801.02;66.84152777777778;1.011646535441415
49.0;1;33;0;1;1;1;2;24.99;805.17;0;0;1;0;0;3;824.67;23.681470588235292;1.0552554119005924
51.0;1;26;1;0;1;2;0;108.32;2821.42;0;1;0;0;0;2;2816.3199999999997;104.49703703703705;1.0365844149399945
45.0;1;45;0;0;1;0;2;75.99;3401.17;1;1;1;1;0;3;3419.5499999999997;73.93847826086957;1.02774633434965
48.0;0;63;1;1;1;0;3;49.3;3101.76;0;0;1;1;0;5;3105.8999999999996;48.465;1.0172289280924378
25.0;0;67;1;1;1;0;0;88.7;5955.33;1;1;0;0;0;3;5942.900000000001;87.57838235294118;1.0128070148925417
56.0;0;52;0;1;1;0;2;100.42;5205.5;0;1;1;0;0;3;5221.84;98.21698113207547;1.0224301219863605
43.0;1;68;0;1;0;2;2;81.39;5533.03;1;1;0;0;0;1;5534.52;80.18884057971015;1.0149791343983314
51.0;1;26;1;1;1;0;2;40.25;1052.78;0;1;1;0;0;4;1046.5;38.99185185185185;1.0322669503599993
20.0;0;2;1;0;1;0;0;31.03;66.7;1;0;1;0;0;3;62.06;22.233333333333334;1.3956521739130434
67.0;1;14;0;1;1;0;1;105.99;1484.56;0;1;1;0;0;3;1483.86;98.97066666666666;1.0709233712345745
29.0;1;30;1;1;1;0;1;43.47;1309.06;1;1;1;0;0;4;1304.1;42.22774193548387;1.029418055704093
18.0;1;49;1;1;1;0;1;22.01;1072.38;1;0;1;0;0;4;1078.49;21.4476;1.026222048154572
61.0;1;12;1;0;1;1;1;84.29;1030.81;0;1;1;1;0;4;1011.48;79.29307692307692;1.0630184030034633
22.0;1;44;0;1;1;0;1;35.29;1536.65;1;0;1;0;0;3;1552.76;34.14777777777778;1.0334493866527834
47.0;0;33;1;1;0;1;3;119.1;3941.92;0;0;1;1;0;4;3930.2999999999997;115.93882352941176;1.027265900880789
47.0;0;13;1;1;1;1;3;106.97;1392.5;1;0;0;1;0;4;1390.61;99.46428571428571;1.0754614003590666
34.0;0;26;0;1;0;0;3;80.84;2108.01;0;0;0;1;0;2;2101.84;78.07444444444445;1.0354220331023096
65.0;0;21;1;0;0;1;1;103.39;2179.14;1;1;1;1;0;3;2171.19;99.05181818181818;1.0437970942665455
64.0;0;28;1;1;1;1;2;67.05;7434.915000000001;1;1;1;0;0;4;1877.3999999999999;256.3763793103449;0.2615295534649689
40.0;1;48;1;0;1;0;2;98.85;4736.69;0;1;0;0;0;2;4744.799999999999;96.66714285714285;1.0225811695508888
32.0;1;40;0;1;1;0;1;84.65;3383.14;1;1;0;0;0;2;3386.0;82.51560975609756;1.0258665027164116
54.0;1;66;1;1;1;1;2;22.86;1494.24;1;0;0;1;0;4;1508.76;22.302089552238805;1.0250160616768391
38.0;1;23;1;0;0;2;1;114.88;2639.26;0;1;1;1;0;3;2642.24;109.96916666666668;1.0446564567340844
31.0;0;48;1;1;0;0;0;106.09;5095.55;0;0;0;0;0;2;5092.32;103.99081632653062;1.0201862409357183
19.0;0;2;1;1;1;0;2;115.34;236.75;1;1;0;1;1;4;230.68;78.91666666666667;1.4615417106652586
28.0;0;20;1;1;1;0;0;93.14;1866.71;0;1;0;0;0;3;1862.8;88.89095238095238;1.0478006760557343
68.0;1;59;1;1;1;0;1;61.21;3593.84;0;1;1;0;0;4;3611.39;59.897333333333336;1.0219152772521871
56.0;0;46;0;1;1;0;2;40.7;1866.58;1;1;0;0;0;2;1872.2;39.71446808510638;1.024815437859615
55.0;1;3;1;0;0;0;0;38.0;107.38;0;0;1;0;0;2;114.0;26.845;1.4155336189234495
51.0;0;55;1;0;1;0;1;34.49;1883.85;0;0;1;0;0;3;1896.95;33.64017857142857;1.025262096239085
55.0;0;12;0;1;1;0;2;42.06;496.36;1;0;0;1;0;3;504.72;38.181538461538466;1.1015794987509064
67.0;1;40;1;1;0;0;2;75.06;3002.41;1;0;1;0;0;3;3002.4;73.22951219512194;1.0249965860758525
51.0;1;66;1;1;1;0;2;88.37;5846.56;1;0;0;0;0;3;5832.42;87.2620895522388;1.0126963547795627
35.0;0;16;0;1;1;0;2;51.41;813.03;0;0;0;1;0;3;822.56;47.825294117647054;1.0749541837324577
47.0;0;34;0;1;1;0;2;74.87;2534.29;1;1;0;1;0;3;2545.58;72.40828571428571;1.0339976877152972
32.0;1;44;0;1;1;2;0;54.13;2375.73;0;1;1;0;0;3;2381.7200000000003;52.794;1.0253059059741638
44.0;0;6;0;1;0;2;2;89.65;541.27;0;0;1;0;1;2;537.9000000000001;77.32428571428571;1.1594028858056056
68.0;0;64;1;1;0;0;1;118.85;7434.915000000001;1;1;1;1;0;4;7606.4;114.38330769230771;1.0390502110649549
51.0;1;22;0;1;1;0;2;88.9;1954.93;0;1;0;0;0;2;1955.8000000000002;84.99695652173914;1.0459198027550858
69.0;0;18;1;1;0;0;3;25.9;4517.4;0;1;0;0;0;2;466.2;237.75789473684208;0.10893434276353656
55.0;1;12;1;0;1;0;0;67.72;800.31;1;1;1;0;0;3;812.64;61.56230769230769;1.1000237408004399
50.0;0;52;0;1;0;0;1;97.04;5047.96;1;0;0;0;0;1;5046.08;95.24452830188679;1.0188511794863668
41.0;1;51;1;1;0;0;3;74.22;3795.17;0;1;0;0;0;2;3785.22;72.98403846153846;1.0169346827678338
32.0;0;71;1;1;1;1;2;115.11;7434.915000000001;1;1;1;0;0;4;8172.81;103.26270833333335;1.114729623674245
47.0;1;48;1;1;0;0;1;25.48;1211.22;1;1;0;0;0;2;1223.04;24.718775510204082;1.0307953963772065
59.0;0;19;0;1;1;0;2;49.12;934.68;1;0;0;1;0;3;933.28;46.733999999999995;1.0510549064920616
44.0;1;6;0;1;1;1;2;42.07;242.12;1;0;0;0;0;2;252.42000000000002;34.58857142857143;1.2162977036180407
34.0;0;27;1;0;0;1;3;96.76;2603.53;1;1;0;0;0;1;2612.52;92.9832142857143;1.0406179302715928
22.0;0;53;1;1;0;0;0;72.38;3826.31;0;0;1;0;0;3;3836.14;70.8575925925926;1.0214854520412615
46.0;0;48;1;1;0;0;2;33.83;1620.5;0;1;0;1;0;3;1623.84;33.07142857142857;1.0229373650107991
21.0;0;7;1;1;0;0;3;48.56;331.1;1;0;0;1;0;3;339.92;41.3875;1.173301117487164
27.0;0;59;0;0;1;0;3;72.27;4288.72;1;0;1;0;0;2;4263.929999999999;71.47866666666667;1.0110709022738718
44.0;0;69;1;0;1;0;1;119.61;7434.915000000001;1;0;0;0;0;2;8253.09;106.21307142857144;1.126132578516365
27.0;0;11;0;0;0;0;2;56.43;630.61;1;1;1;1;0;2;620.73;52.55083333333334;1.0738174148840012
34.0;0;15;0;1;1;0;2;35.68;528.6;1;1;0;1;0;3;535.2;33.0375;1.079984865682936
37.0;0;64;1;0;0;1;3;69.71;4483.77;1;1;0;0;0;1;4461.44;68.98107692307693;1.010567000537494
44.0;1;3;0;1;1;1;2;51.02;156.45;0;1;0;0;0;2;153.06;39.1125;1.3044423138382872
22.0;1;69;1;1;0;0;0;76.6;5293.77;1;1;0;0;0;2;5285.4;75.62528571428572;1.01288873524917
51.0;0;23;1;0;1;0;0;66.67;1527.5;1;1;1;0;0;3;1533.41;63.645833333333336;1.0475155482815057
44.0;1;53;0;0;0;0;0;88.95;4724.11;1;1;1;1;0;2;4714.35;87.48351851851851;1.0167629458247163
19.0;0;37;1;1;1;0;1;111.43;4126.26;1;0;0;0;0;3;4122.91;108.58578947368422;1.0261932112857648
30.0;0;9;1;1;0;0;1;40.05;356.66;0;1;0;0;0;2;360.45;35.666000000000004;1.1229181853866426
60.0;1;15;1;1;1;2;3;102.12;1521.0;1;0;1;0;0;4;1531.8000000000002;95.0625;1.074240631163708
60.0;0;3;0;1;1;1;1;114.93;342.41;0;0;0;1;1;3;344.79;85.6025;1.3426009754388015
65.0;0;70;1;1;0;2;2;57.36;4011.97;1;0;1;1;0;4;4015.2;56.50661971830986;1.015102306348253
28.0;1;17;1;0;0;1;0;31.37;541.98;0;0;0;0;0;1;533.29;30.11;1.0418465626037863
68.0;1;26;1;1;0;2;3;102.19;2654.62;0;0;0;0;0;2;2656.94;98.31925925925925;1.0393690999088383
44.0;0;21;0;0;1;1;1;90.11;1873.09;1;0;0;0;0;1;1892.31;85.14045454545455;1.0583687916757871
44.0;1;21;1;0;1;2;3;41.27;873.13;1;1;0;0;0;2;866.6700000000001;39.68772727272727;1.0398680608844044
33.0;1;11;0;1;1;0;0;64.52;722.65;0;0;1;1;0;4;709.7199999999999;60.22083333333333;1.0713900228326299
48.0;0;38;1;0;1;0;1;77.8;2939.74;1;0;0;0;0;2;2956.4;75.37794871794871;1.0321320933143747
28.0;1;35;0;1;0;0;0;36.99;1312.7;0;1;0;0;0;1;1294.65;36.46388888888889;1.014428277595795
33.0;1;14;1;1;1;2;0;91.49;1294.83;1;1;0;0;0;3;1280.86;86.32199999999999;1.059868863093997
25.0;0;14;1;1;1;0;2;88.99;1239.55;1;0;0;0;0;3;1245.86;82.63666666666667;1.0768827397039247
21.0;1;10;0;1;1;0;2;108.71;1075.93;1;0;1;1;1;4;1087.1;97.81181818181818;1.1114198879109236
44.0;1;12;0;0;1;0;1;76.73;931.29;0;0;0;0;0;1;920.76;71.6376923076923;1.0710841950412868
21.0;0;38;1;0;1;1;0;77.43;2928.64;1;1;0;0;0;2;2942.34;75.09333333333333;1.0311168323863638
42.0;0;34;1;1;1;0;3;81.94;2779.28;1;0;0;0;0;3;2785.96;79.408;1.0318859560749547
20.0;0;41;1;0;1;1;2;47.38;1929.43;0;1;0;0;0;2;1942.5800000000002;45.938809523809525;1.0313719595942843
49.0;1;10;1;1;1;2;2;95.86;958.66;1;0;0;0;1;3;958.6;87.15090909090908;1.0999311539023222
20.0;0;17;0;0;0;2;2;86.25;1480.9;1;1;1;0;0;1;1466.25;82.27222222222223;1.048348976973462
44.0;0;17;1;1;1;0;3;103.91;7434.915000000001;1;0;0;1;0;4;1766.47;413.0508333333334;0.2515670992876179
46.0;1;67;1;1;1;0;2;96.86;6499.8;0;1;1;1;0;5;6489.62;95.58529411764707;1.0133357949475368
49.0;0;62;1;1;0;0;2;83.86;5195.8;0;1;0;0;0;2;5199.32;82.47301587301588;1.0168174294622578
67.0;0;1;1;1;0;0;2;36.09;37.06;1;1;1;1;0;4;36.09;18.53;1.947652455477604
68.0;0;12;1;1;0;0;3;171.995;1330.66;1;1;1;1;0;4;2063.94;102.35846153846154;1.6803202921858327
36.0;0;4;1;0;0;1;2;56.72;225.91;0;0;1;0;0;2;226.88;45.182;1.2553671816209995
38.0;1;42;0;1;1;0;3;116.43;4882.6;0;1;1;0;0;3;4890.06;113.54883720930233;1.0253737762667432
22.0;0;13;1;0;0;2;1;60.19;780.87;1;1;1;1;0;3;782.47;55.776428571428575;1.0791296886805741
35.0;0;4;1;0;1;2;3;34.59;136.07;1;1;0;1;0;3;138.36;27.214;1.2710369662673626
45.0;1;69;0;1;1;0;1;108.48;7434.915000000001;1;0;1;1;0;4;7485.12;106.21307142857144;1.0213432164321985
59.0;0;19;1;1;0;2;1;171.995;1911.77;0;1;0;0;0;2;3267.905;95.5885;1.7993273249397157
39.0;1;2;1;0;1;1;2;98.63;2149.4;0;1;1;1;1;4;197.26;716.4666666666667;0.13766167302503024
38.0;1;12;1;1;0;0;2;28.94;361.44;1;0;1;0;0;3;347.28000000000003;27.803076923076922;1.040891987605135
23.0;1;6;1;1;0;0;3;107.93;665.53;1;0;0;0;1;2;647.58;95.07571428571428;1.1352005168812827
18.0;0;8;1;1;1;0;2;79.64;651.31;1;0;1;1;1;5;637.12;72.36777777777777;1.1004897821313968
22.0;1;51;0;1;0;0;3;67.04;3418.82;1;0;1;1;0;3;3419.0400000000004;65.74653846153846;1.0196734545837454
44.0;1;11;1;0;1;1;2;111.32;1223.27;1;1;0;0;1;2;1224.52;101.93916666666667;1.0920238377463682
29.0;1;63;1;1;1;0;0;86.6;5458.15;0;0;1;1;0;5;5455.799999999999;85.28359375;1.0154356329525571
43.0;0;57;1;1;0;1;2;33.3;1895.99;1;0;0;0;0;2;1898.1;32.68948275862069;1.0186762588410274
63.0;0;12;1;1;1;0;1;71.95;853.0;0;0;1;0;0;4;863.4000000000001;65.61538461538461;1.096541617819461
51.0;0;2;0;0;0;0;2;83.66;170.29;1;1;0;1;1;1;167.32;56.76333333333333;1.4738387456691526
66.0;0;8;1;0;1;0;1;109.86;863.22;0;0;1;1;1;4;878.88;95.91333333333334;1.145409049836658
31.0;0;11;1;1;1;0;2;47.99;529.27;0;1;0;0;0;3;527.89;44.10583333333333;1.088064692878871
43.0;0;53;1;1;0;0;2;99.42;5259.31;1;0;1;1;0;4;5269.26;97.39462962962963;1.0207955035926766
62.0;0;10;1;1;1;0;2;99.98;998.99;0;1;1;1;1;5;999.8000000000001;90.81727272727272;1.1008919008198281
44.0;1;8;1;1;1;2;2;32.8;264.31;1;1;0;1;0;4;262.4;29.36777777777778;1.1168703416442811
26.0;1;36;1;1;1;1;2;21.72;778.39;0;0;0;0;0;3;781.92;21.037567567567567;1.0324387517825255
43.0;1;14;1;0;0;0;0;78.14;1077.55;0;1;1;0;0;2;1093.96;71.83666666666666;1.0877453482437012
64.0;1;54;1;1;1;0;1;98.95;5331.42;1;0;1;1;0;5;5343.3;96.93490909090909;1.0207880827246776
39.0;0;21;1;1;0;0;0;75.44;1588.82;0;0;0;0;0;2;1584.24;72.21909090909091;1.0445991364660565
64.0;1;50;1;0;1;0;2;101.33;5060.93;0;0;1;1;0;4;5066.5;99.23392156862745;1.0211225999964433
47.0;1;39;1;1;0;1;1;82.23;3212.58;0;1;0;0;0;2;3206.9700000000003;80.3145;1.0238499897278823
60.0;1;20;1;1;0;2;1;85.33;1706.7;0;0;0;1;0;3;1706.6;81.27142857142857;1.049938477764106
65.0;1;7;0;1;1;1;3;22.82;157.76;1;0;0;1;0;3;159.74;19.72;1.1572008113590264
34.0;0;9;1;1;1;0;3;28.86;263.22;0;1;1;0;0;4;259.74;26.322000000000003;1.0964212445862775
43.0;0;1;0;0;0;2;2;92.5;85.75;0;0;0;1;1;1;92.5;42.875;2.1574344023323615
53.0;0;26;1;1;0;0;1;96.28;2507.28;0;1;1;1;0;4;2503.28;92.86222222222223;1.0368048243514885
18.0;1;38;1;1;1;2;3;74.22;2816.16;0;1;1;0;0;4;2820.36;72.20923076923077;1.0278464291801601
25.0;0;38;1;1;0;0;1;79.02;3028.12;1;0;0;0;0;2;3002.7599999999998;77.64410256410257;1.0177205658956712
66.0;1;61;1;0;0;0;2;81.44;4956.5;1;0;0;0;0;1;4967.84;79.94354838709677;1.0187188540300616
52.0;0;44;0;1;0;0;2;30.5;1338.43;0;1;1;0;0;2;1342.0;29.742888888888892;1.0254551975075274
